id,title,disease_general,disease,pubmed,source_database,access_link,open_status,ethnicity,sex,tissue,sequencing_platform,experiment_design,sample_type,summary,citation_count,publication_date,submission_date,last_update_date,contact_name,contact_email,contact_institute,data_tier,tissue_location,supplementary_information,cell_count,organism,doi,development_stage
ALLEN_data_product_312930593,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/312930593,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 308012313, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/312930593"", ""id"": 312930593, ""path"": ""/external/gbm/prod8/Bam_Anonymization_Run_309611932/ar_308012313_aligned_genome_anonymized.sorted.bam.bai"", ""well_known_file_type_id"": 305128736}",,,,
ALLEN_data_product_516554921,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/516554921,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 516262625, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/516554921"", ""id"": 516554921, ""path"": ""/external/mousecelltypes/prod11/Single_Cell_Analysis_Run_516262625/ar_516262625.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_539061937,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/539061937,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530115044, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/539061937"", ""id"": 539061937, ""path"": ""/external/mousecelltypes/prod25/Single_Cell_Analysis_Run_530115044/ar_530115044.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_519896234,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/519896234,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 519764880, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/519896234"", ""id"": 519896234, ""path"": ""/external/mousecelltypes/prod14/Single_Cell_Analysis_Run_519764880/ar_519764880.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_502958137,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/502958137,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 502833586, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/502958137"", ""id"": 502958137, ""path"": ""/external/mousecelltypes/prod7/Single_Cell_Analysis_Run_502833586/ar_502833586.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_280141332,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/280141332,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 709065, ""attachable_type"": ""Specimen"", ""download_link"": ""/api/v2/well_known_file_download/280141332"", ""id"": 280141332, ""path"": ""/external/devhuman/prod22/specimen_709065/HSB_92_S1C_R_RNASeq_Gene.txt"", ""well_known_file_type_id"": 121134332}",,,,
ALLEN_data_product_536302059,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536302059,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536103712, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536302059"", ""id"": 536302059, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536103712/ar_536103712.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_497619538,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/497619538,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 497124224, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/497619538"", ""id"": 497619538, ""path"": ""/external/mousecelltypes/prod6/Single_Cell_Analysis_Run_497124224/ar_497124224.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536232578,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536232578,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530115012, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536232578"", ""id"": 536232578, ""path"": ""/external/mousecelltypes/prod25/Single_Cell_Analysis_Run_530115012/ar_530115012.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531086621,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531086621,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 531020906, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531086621"", ""id"": 531086621, ""path"": ""/external/mousecelltypes/prod27/Single_Cell_Analysis_Run_531020906/ar_531020906.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_540829355,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/540829355,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 539595642, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/540829355"", ""id"": 540829355, ""path"": ""/external/mousecelltypes/prod33/Single_Cell_Analysis_Run_539595642/ar_539595642.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536280130,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536280130,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536103293, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536280130"", ""id"": 536280130, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536103293/ar_536103293.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_502882130,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/502882130,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 502831925, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/502882130"", ""id"": 502882130, ""path"": ""/external/mousecelltypes/prod7/Single_Cell_Analysis_Run_502831925/ar_502831925.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_523003615,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/523003615,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 522921029, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/523003615"", ""id"": 523003615, ""path"": ""/external/mousecelltypes/prod17/Single_Cell_Analysis_Run_522921029/ar_522921029.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_539617952,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/539617952,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 539574778, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/539617952"", ""id"": 539617952, ""path"": ""/external/mousecelltypes/prod31/Single_Cell_Analysis_Run_539574778/ar_539574778.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536264434,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536264434,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536102417, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536264434"", ""id"": 536264434, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536102417/ar_536102417.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_543270010,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/543270010,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 543268266, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/543270010"", ""id"": 543270010, ""path"": ""/external/mousecelltypes/prod35/Single_Cell_Analysis_Run_543268266/ar_543268266.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_522378023,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/522378023,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 521821833, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/522378023"", ""id"": 522378023, ""path"": ""/external/mousecelltypes/prod16/Single_Cell_Analysis_Run_521821833/ar_521821833.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_501020948,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/501020948,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 496100328, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/501020948"", ""id"": 501020948, ""path"": ""/external/tbi/prod17/Bam_Anonymization_Run_500851671/ar_496100328_aligned_genome_anonymized.sorted.bam"", ""well_known_file_type_id"": 305128735}",,,,
ALLEN_data_product_280141485,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/280141485,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 709796, ""attachable_type"": ""Specimen"", ""download_link"": ""/api/v2/well_known_file_download/280141485"", ""id"": 280141485, ""path"": ""/external/devhuman/prod22/specimen_709796/HSB_130_DFC_L_RNASeq_Gene.txt"", ""well_known_file_type_id"": 121134332}",,,,
ALLEN_data_product_536219862,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536219862,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530114737, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536219862"", ""id"": 536219862, ""path"": ""/external/mousecelltypes/prod25/Single_Cell_Analysis_Run_530114737/ar_530114737.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_500817432,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/500817432,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 497124417, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/500817432"", ""id"": 500817432, ""path"": ""/external/mousecelltypes/prod6/Single_Cell_Analysis_Run_497124417/ar_497124417.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_522290842,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/522290842,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 521821353, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/522290842"", ""id"": 522290842, ""path"": ""/external/mousecelltypes/prod15/Single_Cell_Analysis_Run_521821353/ar_521821353.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536414252,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536414252,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536159306, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536414252"", ""id"": 536414252, ""path"": ""/external/mousecelltypes/prod30/Single_Cell_Analysis_Run_536159306/ar_536159306.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531009764,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531009764,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530879987, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531009764"", ""id"": 531009764, ""path"": ""/external/mousecelltypes/prod26/Single_Cell_Analysis_Run_530879987/ar_530879987.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_507358638,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/507358638,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 507204363, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/507358638"", ""id"": 507358638, ""path"": ""/external/mousecelltypes/prod8/Single_Cell_Analysis_Run_507204363/ar_507204363.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_308841318,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/308841318,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 304522877, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/308841318"", ""id"": 308841318, ""path"": ""/external/gbm/prod4/Rnaseq_Analysis_Run_304522877/ar_304522877.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_501875528,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/501875528,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 496100413, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/501875528"", ""id"": 501875528, ""path"": ""/external/tbi/prod17/Rnaseq_Analysis_Run_496100413/ar_496100413.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531202487,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531202487,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 531046057, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531202487"", ""id"": 531202487, ""path"": ""/external/mousecelltypes/prod28/Single_Cell_Analysis_Run_531046057/ar_531046057.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_496258254,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/496258254,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 496100516, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/496258254"", ""id"": 496258254, ""path"": ""/external/tbi/prod17/Rnaseq_Analysis_Run_496100516/ar_496100516.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_497254257,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/497254257,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 497122137, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/497254257"", ""id"": 497254257, ""path"": ""/external/mousecelltypes/prod4/Single_Cell_Analysis_Run_497122137/ar_497122137.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_516061283,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/516061283,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 515776689, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/516061283"", ""id"": 516061283, ""path"": ""/external/mousecelltypes/prod10/Single_Cell_Analysis_Run_515776689/ar_515776689.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_535943755,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/535943755,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530114082, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/535943755"", ""id"": 535943755, ""path"": ""/external/mousecelltypes/prod24/Single_Cell_Analysis_Run_530114082/ar_530114082.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531236608,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531236608,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 531021586, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531236608"", ""id"": 531236608, ""path"": ""/external/mousecelltypes/prod27/Single_Cell_Analysis_Run_531021586/ar_531021586.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_516473558,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/516473558,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 516262261, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/516473558"", ""id"": 516473558, ""path"": ""/external/mousecelltypes/prod11/Single_Cell_Analysis_Run_516262261/ar_516262261.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_308088242,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/308088242,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 308012273, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/308088242"", ""id"": 308088242, ""path"": ""/external/gbm/prod8/Rnaseq_Analysis_Run_308012273/ar_308012273.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531125834,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531125834,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 531021358, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531125834"", ""id"": 531125834, ""path"": ""/external/mousecelltypes/prod27/Single_Cell_Analysis_Run_531021358/ar_531021358.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_522963040,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/522963040,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 522920311, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/522963040"", ""id"": 522963040, ""path"": ""/external/mousecelltypes/prod16/Single_Cell_Analysis_Run_522920311/ar_522920311.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_531038421,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/531038421,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530880213, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/531038421"", ""id"": 531038421, ""path"": ""/external/mousecelltypes/prod26/Single_Cell_Analysis_Run_530880213/ar_530880213.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536039668,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536039668,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530114541, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536039668"", ""id"": 536039668, ""path"": ""/external/mousecelltypes/prod25/Single_Cell_Analysis_Run_530114541/ar_530114541.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_500991798,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/500991798,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 496100394, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/500991798"", ""id"": 500991798, ""path"": ""/external/tbi/prod18/Bam_Anonymization_Run_500851736/ar_496100394_aligned_genome_anonymized.sorted.bam"", ""well_known_file_type_id"": 305128735}",,,,
ALLEN_data_product_536307626,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536307626,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536158729, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536307626"", ""id"": 536307626, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536158729/ar_536158729.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_517635119,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/517635119,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 517341467, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/517635119"", ""id"": 517635119, ""path"": ""/external/mousecelltypes/prod13/Single_Cell_Analysis_Run_517341467/ar_517341467.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_543279392,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/543279392,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 543268494, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/543279392"", ""id"": 543279392, ""path"": ""/external/mousecelltypes/prod35/Single_Cell_Analysis_Run_543268494/ar_543268494.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536261893,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536261893,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536102262, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536261893"", ""id"": 536261893, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536102262/ar_536102262.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_308871817,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/308871817,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 305429807, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/308871817"", ""id"": 308871817, ""path"": ""/external/gbm/prod4/Rnaseq_Analysis_Run_305429807/ar_305429807.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_536151153,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536151153,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 530114667, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536151153"", ""id"": 536151153, ""path"": ""/external/mousecelltypes/prod25/Single_Cell_Analysis_Run_530114667/ar_530114667.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
ALLEN_data_product_280142877,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/280142877,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 707231, ""attachable_type"": ""Specimen"", ""download_link"": ""/api/v2/well_known_file_download/280142877"", ""id"": 280142877, ""path"": ""/external/devhuman/prod22/specimen_707231/HSB_126_ITC_R_RNASeq_Exon.txt"", ""well_known_file_type_id"": 121134334}",,,,
ALLEN_data_product_278448166,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/278448166,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 701925, ""attachable_type"": ""Specimen"", ""download_link"": ""/api/v2/well_known_file_download/278448166"", ""id"": 278448166, ""path"": ""/external/human/prod5/specimen_701925/rnaseq_donor10021.zip"", ""well_known_file_type_id"": 278451763}",,,,
ALLEN_data_product_536257917,,normal,healthy control,,Allen Brain Map API (data_product),https://portal.brain-map.org/explore/rnaseq/536257917,public,,,brain,,data_product,single cell,,0,,,,Allen Institute for Brain Science,support@brain-map.org,Allen Institute,processed_matrix,brain,"{""attachable_id"": 536102066, ""attachable_type"": ""RnaseqProfile"", ""download_link"": ""/api/v2/well_known_file_download/536257917"", ""id"": 536257917, ""path"": ""/external/mousecelltypes/prod29/Single_Cell_Analysis_Run_536102066/ar_536102066.genes.results"", ""well_known_file_type_id"": 267380639}",,,,
